"gender","age","major","attendance_pct","study_hours_per_day","previous_gpa","sleep_hours","social_hours_week","final_cgpa"
"Male",21,"Economics",80.4,6.4,2.61,9.3,5,2.82
"Male",19,"Computer Science",94.3,9.5,3.35,7.4,8,3.9
"Male",21,"Psychology",44.1,1.9,3.11,8.1,5,2.62
"Female",22,"Economics",85.1,2.2,2.75,6.4,7,2.88
"Male",18,"Engineering",78.1,8.3,3.76,4.2,13,3.91
"Male",24,"Mathematics",69.1,11.7,2.49,7.7,4,3.01
"Male",23,"Engineering",76.7,5.4,2.92,5.2,6,2.91
"Male",20,"Computer Science",76.4,2.6,2.85,6.1,5,2.72
"Male",18,"Computer Science",84.3,7.9,3.41,7.1,10,3.92
"Male",22,"Business",64.5,3.4,3.12,6,7,3.18
"Female",24,"Mathematics",89.7,2.7,3.05,7,6,3.51
"Male",22,"Business",100,2.9,2.18,7.3,8,2.47
"Male",22,"Engineering",89.2,5.9,3.53,4.8,12,4
"Female",24,"Psychology",97.1,4.1,2.99,7.4,5,3.54
"Male",22,"Business",100,5.2,3.16,6.1,4,3.59
"Female",19,"Computer Science",100,6.5,2.73,5.4,7,2.96
"Male",20,"Mathematics",100,3.5,2.65,4,10,3.03
"Female",23,"Engineering",77.5,6.9,3.85,4.7,12,4
"Female",22,"Economics",74.2,4,2.21,7,7,2.41
"Female",22,"Computer Science",96.8,2.9,2.57,7.1,10,3.05
"Female",21,"Economics",95.6,1.5,3.84,7.8,10,3.98
"Male",20,"Psychology",96.6,3.4,3.42,9.6,6,3.57
"Female",18,"Mathematics",100,8.8,2.94,9,7,3.5
"Male",20,"Psychology",85.2,6.3,3.72,8.5,13,4
"Male",20,"Psychology",91.4,5.2,3.32,8.8,6,3.78
"Male",24,"Mathematics",70.3,2,3.22,7.3,6,3.07
"Male",24,"Mathematics",100,2.9,3.21,7.2,10,3.57
"Male",24,"Economics",80,5.8,3.33,9.3,4,3.85
"Female",23,"Psychology",80.4,6.6,3.35,7.3,10,3.72
"Male",20,"Engineering",79.8,6.3,4,7.4,10,4
"Female",23,"Economics",75.3,4.7,3,8.7,6,2.95
"Female",22,"Mathematics",74.1,2.4,3.02,6.6,7,2.82
"Male",24,"Computer Science",77.1,6.6,2.48,6.8,5,2.53
"Male",22,"Economics",64.5,2.9,3.07,5,4,2.92
"Male",24,"Business",73.2,6.7,4,6.3,5,4
"Male",19,"Engineering",100,3.4,3.59,6.5,13,3.86
"Male",23,"Economics",96,9.7,2.83,6.6,10,3.36
"Male",23,"Mathematics",98.9,3.2,3.12,8.2,8,3.48
"Male",18,"Mathematics",100,3.1,2.45,5.5,8,2.7
"Female",21,"Engineering",100,3.8,2.62,9.2,7,3.02
"Female",20,"Business",58.4,2.5,3.17,4,8,2.63
"Male",18,"Economics",66.6,2.2,2.85,7.9,9,2.64
"Female",23,"Economics",72.9,2.4,2.58,8.2,9,2.39
"Male",18,"Psychology",78,8.1,3.34,8,7,3.42
"Male",19,"Computer Science",80.5,2.3,3.06,8.6,13,3.38
"Female",21,"Mathematics",78.3,3.2,2.32,6.7,8,2.21
"Male",23,"Economics",88.3,12.3,2.06,8.9,6,2.58
"Male",23,"Economics",85.5,6.8,2.81,6,2,3.42
"Female",20,"Economics",74.2,6.7,2.31,6.1,10,2.58
"Female",24,"Business",52.4,11.3,2.17,10,9,2.01
"Female",21,"Computer Science",70.1,3.8,3.66,7.3,10,3.7
"Female",19,"Economics",76.8,1.1,3.05,8.4,9,2.83
"Female",22,"Engineering",81.3,6.4,2.97,7.7,8,3.39
"Male",18,"Mathematics",68.1,3.5,3.01,8.1,10,2.79
"Male",20,"Psychology",77.6,12.4,2.53,4,11,3.01
"Male",23,"Engineering",68,1,3.31,7.6,10,3.11
"Male",22,"Mathematics",83.1,2.2,3.03,7,11,3.27
"Male",19,"Business",68.9,2.8,2.72,8.5,8,2.76
"Male",21,"Computer Science",72.3,3.8,2.8,5.8,11,2.67
"Female",18,"Computer Science",65.4,1.6,2.49,8.8,7,2.13
"Female",20,"Mathematics",82.7,4.9,2.9,5.2,6,3.35
"Female",23,"Engineering",72,2.7,2.98,6.3,7,2.96
"Male",23,"Psychology",98.6,7,2.88,4.6,11,3.28
"Female",22,"Business",91.1,8.5,3.13,5.4,7,3.63
"Male",22,"Mathematics",84,3.3,3.06,7,7,3.25
"Female",18,"Business",73,5.4,3.22,9.1,8,3.33
"Male",21,"Computer Science",90.7,4,3.57,7.1,12,3.81
"Female",19,"Economics",95.4,3.8,3.4,5.1,10,3.56
"Male",24,"Economics",87.1,1.6,3.58,4,8,3.76
"Female",21,"Psychology",100,3.7,2.68,8,6,3.11
"Female",21,"Business",91.9,6.6,2.85,6,5,3.42
"Male",21,"Mathematics",98.7,5,3.43,6.2,5,3.66
"Male",24,"Psychology",87,2.2,3.44,8.6,14,3.7
"Female",18,"Engineering",95.1,1.6,2.76,6.8,11,3.06
"Male",24,"Economics",73,3.6,3.41,6.6,5,3.48
"Female",18,"Mathematics",78.1,2.5,2.63,7.2,7,2.79
"Female",24,"Business",90.2,2.7,3.34,9.2,3,3.46
"Male",19,"Psychology",90.1,2.5,3.09,7.4,11,3.44
"Male",21,"Mathematics",92.6,4,2.41,4,4,2.69
"Male",18,"Psychology",100,5.6,2.88,5.8,16,2.87
"Female",24,"Psychology",63.6,2.4,4,6.6,12,4
"Male",19,"Psychology",70.4,2.4,3.2,8.3,4,3.03
"Male",24,"Business",88.4,1.7,4,5.1,5,4
"Male",23,"Mathematics",74.1,4.4,2.38,7.2,9,2.47
"Female",19,"Computer Science",100,6.6,3.48,6.9,7,3.96
"Female",21,"Computer Science",92.7,3.7,1.83,8.5,7,2.05
"Female",20,"Business",83.8,5.7,3.1,5.5,6,3.3
"Male",21,"Business",77.3,7.6,3.42,7.3,6,3.55
"Female",20,"Economics",77.8,4.6,3.52,9.3,8,3.35
"Female",19,"Psychology",85.5,2.2,2.7,8.3,8,2.95
"Female",23,"Mathematics",86.7,2.1,3.62,7.9,10,3.97
"Female",23,"Mathematics",78.1,2.3,2.83,6.5,12,2.85
"Male",18,"Engineering",80.9,10.4,3.02,7.2,8,3.86
"Male",23,"Engineering",100,12,2.88,6.8,11,3.54
"Female",22,"Computer Science",100,3.2,2.53,8.3,11,2.87
"Male",19,"Engineering",88.8,7.4,3.88,7.8,8,4
"Female",18,"Engineering",64.9,8.1,3.12,6.1,10,3.2
"Female",23,"Computer Science",93.1,1.6,3.64,9.6,10,3.57
"Male",19,"Economics",100,10,3.62,8.8,9,4
"Female",21,"Computer Science",100,3.4,2.62,5.7,7,2.95
"Male",23,"Engineering",96,3.3,3.71,6.5,4,4
"Male",24,"Mathematics",100,1.8,3.35,6.8,7,3.58
"Female",20,"Engineering",85.8,10.4,2.58,8.2,7,2.97
"Female",19,"Psychology",94.4,4.2,3.32,5.8,8,3.39
"Male",18,"Psychology",74.8,9.8,2.59,6,6,3.1
"Male",21,"Psychology",89.4,7.8,3.9,8.3,9,4
"Female",22,"Economics",100,3.2,3.51,7.8,8,3.93
"Female",21,"Business",76.2,4.3,3.06,4.1,6,2.85
"Female",23,"Psychology",72.1,2.6,3.73,8,9,3.58
"Male",20,"Mathematics",86.5,2.8,2.31,4.8,9,2.37
"Male",21,"Economics",81.6,5.2,2.73,6,5,3.05
"Male",22,"Business",94.7,6.2,2.97,6.5,12,3.39
"Female",24,"Business",78.2,1.1,4,6.3,10,3.75
"Male",18,"Psychology",100,1.1,2.56,6,5,2.95
"Male",19,"Engineering",65.7,2.9,2.25,5.4,6,1.95
"Female",20,"Computer Science",100,4.7,2.38,7.8,14,2.87
"Male",22,"Engineering",73.5,8.2,3.55,4.6,8,3.72
"Female",23,"Engineering",58.1,4.1,2.8,6.2,5,2.39
"Female",23,"Business",88.6,3.4,3.02,8.2,12,3.09
"Female",23,"Business",81.2,5.6,3.48,7.6,10,3.95
"Male",20,"Economics",68.4,2.2,3.02,4.9,4,2.81
"Male",21,"Economics",59.8,4.2,3.2,4.1,7,2.84
"Female",20,"Business",84.9,3.7,3.37,5.4,10,3.62
"Female",23,"Mathematics",99.6,4.4,2.88,4,9,3.18
"Female",24,"Mathematics",93.8,7.6,3.02,7.1,14,3.58
"Male",22,"Computer Science",85.9,1.2,3.22,6.3,7,3.26
"Female",19,"Business",92.2,3.8,3.53,6.4,8,3.97
"Female",19,"Psychology",84.6,6.1,2.7,7.8,5,3.07
"Female",20,"Economics",63.6,5.4,1.59,8.3,5,1.46
"Female",23,"Business",63.7,1.3,3.44,7.4,7,3.2
"Female",18,"Mathematics",82,1.1,3.56,6.7,9,3.66
"Female",24,"Business",82.6,5.9,3.2,5.9,5,3.6
"Male",20,"Mathematics",97.8,1.3,3.23,6.5,6,3.43
"Male",23,"Business",96.4,4.3,2.82,7.3,7,3.03
"Male",21,"Psychology",94.1,7.3,3.35,8.4,5,3.58
"Male",19,"Computer Science",80.8,1.5,3.53,4.9,5,3.46
"Male",19,"Psychology",64.3,9.9,3.13,5.3,5,3.34
"Male",24,"Mathematics",91.2,5.8,4,7,10,4
"Male",19,"Economics",92.9,14,2.32,4,9,3.1
"Male",18,"Economics",49.2,3,3.18,7.4,9,3
"Female",23,"Engineering",72.5,8.4,2.51,8.6,6,2.61
"Female",23,"Psychology",74.6,3.2,3.54,10,7,3.31
"Male",24,"Business",86.8,4.1,2.31,7.1,11,2.79
"Female",23,"Computer Science",72.9,2.6,2.43,8.3,6,2.4
"Male",24,"Business",84.4,4,2.78,7,4,3.17
"Male",23,"Business",81.8,6.8,3.23,9.4,10,3.78
"Male",18,"Psychology",82.6,10,2.8,6.4,10,3.5
"Male",22,"Computer Science",74.3,2.3,2.81,7.5,14,2.79
"Female",20,"Engineering",75.4,4.5,3.01,7.9,11,3.09
"Female",20,"Business",68.8,2.8,2.98,7.6,6,3.02
"Male",23,"Computer Science",90.7,4.6,3.84,5.8,10,4
"Male",21,"Engineering",93.6,7.4,3.44,4.9,8,3.77
"Male",19,"Business",73.4,3,2.94,8.5,9,3.02
"Male",18,"Computer Science",100,5.2,4,7.4,7,4
"Male",21,"Psychology",80.3,2.2,3.35,7.1,12,3.48
"Male",21,"Economics",100,7.7,2.62,8.3,13,3.07
"Female",23,"Economics",75.4,6.3,3.23,8.3,8,3.41
"Female",18,"Business",54.6,2.4,3.37,7.5,12,2.86
"Male",20,"Business",91,2.4,2.76,8,7,2.88
"Female",19,"Computer Science",88.7,8.7,2.57,6.2,10,3.17
"Male",20,"Economics",85.5,11.7,3.14,7.8,9,3.69
"Male",21,"Business",75.4,2.5,2.92,4.6,4,2.93
"Male",19,"Engineering",84.5,6.8,3.84,7,5,4
"Female",22,"Business",77.3,3.2,3.47,8.1,8,3.47
"Female",21,"Economics",80.5,8.7,2.78,5.9,6,3.39
"Female",20,"Mathematics",97.6,3.4,3.31,7.2,7,3.7
"Male",20,"Economics",87.8,6,3.73,7.5,5,4
"Female",23,"Engineering",94.1,4.4,2.4,5.7,1,2.48
"Male",20,"Computer Science",81.5,0.8,2.59,8.7,4,2.82
"Female",18,"Engineering",79.9,2.3,3.09,7.5,8,3.14
"Male",21,"Mathematics",67.7,5.9,3.12,4.5,4,3.12
"Male",24,"Mathematics",79.4,5.5,3.07,7.1,7,3.31
"Female",24,"Business",35.2,4.7,2.94,9.2,2,2.45
"Female",19,"Business",76.1,10.2,2.94,7,5,3.23
"Male",20,"Economics",83.8,6.5,3.29,6,11,3.7
"Female",23,"Psychology",93.5,6.1,3.67,6.2,9,3.97
"Male",23,"Engineering",81,0.8,2.86,6.8,9,3.15
"Female",20,"Economics",90.2,6.7,4,5.2,3,4
"Female",18,"Psychology",52.3,1.4,4,9.1,12,3.55
"Female",23,"Economics",84.1,4,3.76,8.4,7,3.98
"Female",24,"Mathematics",59.8,1.4,3.41,8.6,9,2.97
"Male",19,"Business",66.9,5.3,4,4.7,7,4
"Male",21,"Business",82.2,7.5,2.95,7.2,13,3.42
"Female",22,"Economics",100,3.8,2.68,8.6,10,2.85
"Male",18,"Business",90.6,3.9,2.84,5.6,8,3.13
"Male",23,"Computer Science",85.3,2.1,2.6,6.9,9,2.93
"Male",21,"Economics",84.7,7.5,3.16,5.4,8,3.57
"Male",22,"Mathematics",74.3,1.5,3.25,8.3,9,3.22
"Female",20,"Economics",76.8,4.4,3.2,6.7,10,3.21
"Male",20,"Economics",91.4,3.8,3.09,6.9,6,3.49
"Female",19,"Business",64.2,5,3.17,5.3,12,3.24
"Male",22,"Mathematics",93.9,6.4,3.97,9.3,8,4
"Male",20,"Economics",79.2,3.6,3.41,7.1,5,3.25
"Male",20,"Business",97.4,6.8,3.56,8.2,12,4
"Male",24,"Engineering",99.4,3.9,3.2,7.6,11,3.54
"Male",23,"Mathematics",59.9,4.9,2.29,5.6,9,1.82
"Female",19,"Psychology",76.3,1.9,2.19,4.5,6,2.22
"Male",21,"Computer Science",72.2,3.1,4,6.7,5,3.92
"Female",20,"Psychology",57.8,1.3,2.83,8.7,12,2.33
"Male",24,"Mathematics",69.5,4.2,2.79,4,7,2.74
"Male",18,"Economics",100,6.2,3.22,9.9,10,3.53
"Female",18,"Business",94.1,3.5,3.38,8.3,8,3.47
"Male",21,"Mathematics",100,3.8,3.44,7.3,5,3.86
"Male",22,"Computer Science",97.4,5.1,3.99,6.8,9,4
"Male",19,"Mathematics",73.9,5.4,3.85,8.3,12,3.94
"Male",24,"Business",79.3,1.2,2.69,5.2,7,2.62
"Female",23,"Psychology",93.8,2.7,3.58,7.7,9,3.67
"Male",24,"Engineering",91.6,1.4,2.91,7.5,10,3.22
"Female",18,"Psychology",76.3,3.1,3.03,9.7,13,2.99
"Female",18,"Business",62.4,9.2,2.55,6.5,8,2.74
"Male",21,"Business",100,6.2,2.25,7.1,7,2.76
"Female",22,"Computer Science",82.9,4,3.08,6.9,9,3.4
"Male",22,"Mathematics",80.1,10.7,2.62,6.2,6,3.14
"Female",21,"Mathematics",86.7,4.8,3.56,9.2,3,3.86
"Male",24,"Psychology",81.4,13.9,2.96,5.5,5,3.89
"Female",18,"Engineering",86.8,4.3,3.25,4.7,7,3.57
"Male",24,"Engineering",100,2.7,3.78,7.4,7,4
"Male",24,"Computer Science",83.1,1.8,2.36,5.9,10,2.53
"Female",19,"Business",67.6,5.8,2.74,7.4,6,2.98
"Female",18,"Computer Science",82.6,3.1,3.19,8,9,3.36
"Male",22,"Mathematics",78,4.3,3.26,7.2,9,3.34
"Male",23,"Economics",100,5.3,3.65,7,8,4
"Female",24,"Economics",100,2.3,3.53,4,4,3.65
"Female",18,"Economics",86.6,4.7,3.15,7.8,8,3.63
"Female",24,"Business",65.8,3.6,3.25,7.3,7,3.31
"Female",19,"Computer Science",66.6,1.4,3.27,9.8,8,3.17
"Female",20,"Psychology",85.2,5.5,2.37,8.7,10,2.73
"Female",18,"Mathematics",90,5.9,3.02,4.8,7,3.48
"Male",21,"Economics",79.4,8.2,3.22,8.6,11,3.43
"Male",20,"Engineering",77.8,1.8,3.33,5.1,9,3.24
"Female",24,"Computer Science",76.1,11.8,2.64,8.3,7,2.87
"Female",21,"Mathematics",84.6,2.4,2.47,9.2,4,2.78
"Male",21,"Mathematics",49.3,0.9,2.98,9.8,7,2.34
"Male",21,"Engineering",68.5,4.1,4,6.4,7,3.99
"Female",18,"Engineering",75.6,5,2.69,8.1,8,2.85
"Male",22,"Engineering",100,3.6,3.69,8.5,9,3.76
"Male",24,"Economics",72.8,1.8,3.89,7.7,6,3.98
"Male",20,"Economics",87.7,3,3.12,4.5,15,3.31
"Male",19,"Computer Science",88.4,4.8,2.76,7.2,7,3.02
"Male",22,"Engineering",100,12.8,3.36,7.9,6,4
"Male",24,"Psychology",100,1.9,3.2,7,12,3.36
"Male",18,"Mathematics",84.1,2.7,2.67,5.7,8,2.93
"Female",21,"Engineering",77.9,1.6,2.77,6.7,10,2.82
"Male",19,"Mathematics",75,3.1,3.33,8.4,11,3.26
"Female",24,"Business",81.4,3.8,3.57,7.6,11,4
"Female",20,"Business",78.5,7,2.94,7.7,7,3.31
"Male",24,"Engineering",93.3,4.9,3.07,6.6,11,3.49
"Female",22,"Mathematics",91.3,9,3.43,7.6,8,3.89
"Male",23,"Business",93.9,3.9,3.01,4,13,3.34
"Female",22,"Engineering",100,0.3,2.95,6.9,8,3.08
"Male",24,"Mathematics",100,5,2.72,6.4,8,3.13
"Female",19,"Engineering",86.9,1.1,2.71,7,14,2.97
"Female",24,"Economics",100,6.9,4,5.2,13,4
"Male",24,"Mathematics",79.7,3.9,3,7.6,8,3.1
"Male",18,"Business",100,2.6,3.78,9.9,10,3.85
"Female",20,"Engineering",100,1.7,3.94,7.1,6,4
"Female",19,"Business",100,2.9,3.01,7.1,8,3.43
"Male",24,"Engineering",86.4,3.8,3.28,10,8,3.34
"Female",21,"Computer Science",75,10.9,3.15,5.6,9,3.37
"Male",20,"Business",64.1,3.6,2.29,7.7,5,2.51
"Female",22,"Business",84.4,4.6,2.32,9.4,6,2.47
"Male",19,"Psychology",100,3.7,3.12,6.4,7,3.33
"Female",22,"Economics",80.4,4.6,2.89,8.3,9,3.21
"Male",24,"Business",96.8,4.4,4,7.3,8,4
"Male",22,"Mathematics",97.7,4,2.98,5.4,10,3.29
"Male",22,"Engineering",80.7,2.6,4,6.8,9,4
"Male",18,"Computer Science",100,6,2.86,7,13,3.28
"Male",22,"Mathematics",41.4,1.9,4,6,8,3.84
"Male",21,"Mathematics",66.7,5.3,3.35,4.6,8,3.31
"Female",21,"Mathematics",71.3,6,3.38,6.4,9,3.36
"Male",20,"Mathematics",72.7,1,2.84,4.8,9,2.74
"Male",24,"Computer Science",90,1.8,3.39,7.8,6,3.67
"Male",23,"Psychology",89.4,1.1,3.95,7.8,5,4
"Male",22,"Economics",90.9,8,3.03,5.1,5,3.64
"Male",22,"Business",93.9,2.8,2.93,7.1,7,3.08
"Male",19,"Mathematics",70.7,7.8,2.98,5,7,3.12
"Male",18,"Business",66.7,3.2,3.91,6.5,9,3.8
"Male",23,"Business",90.9,2,3.53,6,5,3.61
"Male",20,"Mathematics",75.5,2.5,3.82,7.7,10,3.77
"Female",23,"Psychology",61.4,4.4,3.26,4.6,5,3.41
"Male",22,"Business",99.6,6,3.12,8.5,7,3.56
"Male",19,"Engineering",100,4,3.31,8.8,7,3.45
"Female",24,"Business",100,6.8,3.64,6.8,8,4
"Male",18,"Economics",87.8,3.6,2.98,5,4,3.33
"Female",24,"Mathematics",94.4,3.8,3.78,4,7,3.9
"Male",20,"Computer Science",100,2.4,3.28,8.6,13,3.33
"Female",23,"Business",75.4,2.2,1.9,10,8,1.63
"Female",20,"Psychology",100,6.2,3.54,7.1,9,4
"Male",22,"Engineering",89.1,1.9,2.46,5.3,7,2.42
"Female",20,"Engineering",98.7,3.2,3.53,5.4,4,3.78
"Male",24,"Computer Science",87.8,6.4,3.55,8.8,11,4
"Male",19,"Economics",100,1.2,3.26,7.3,8,3.58
"Female",20,"Computer Science",88.4,8.2,3.37,5.5,10,3.9
"Female",21,"Economics",62.7,2,3.65,10,8,3.39
"Male",19,"Business",100,8.2,2.85,8.6,8,3.44
"Male",23,"Mathematics",70.8,1.9,3.5,7.8,7,3.63
"Male",18,"Psychology",100,6.2,3.68,6.2,6,4
"Male",18,"Engineering",83.6,2.8,3.98,8.9,8,4
"Female",22,"Computer Science",100,11.1,2.55,8.3,14,3.3
"Male",22,"Psychology",100,3.4,3.3,6.8,7,3.81
"Male",21,"Economics",91.5,1.7,2.62,8.6,10,2.68
"Male",23,"Mathematics",92.6,5.3,2.6,8.6,9,3.09
"Male",24,"Engineering",91.3,3,3.28,7.4,5,3.45
"Male",18,"Engineering",54.8,5.7,3.14,5.3,9,2.75
"Female",18,"Economics",86.8,8.1,3.67,5.5,8,3.97
"Female",18,"Mathematics",68.3,6.3,2.93,4.6,2,2.97
"Female",24,"Engineering",87.6,1.2,3.03,9,6,2.94
"Male",18,"Mathematics",67.9,1.9,3.21,4.8,11,3.01
"Female",20,"Engineering",67.2,4.6,2.67,7.1,4,2.8
"Female",23,"Business",100,4.9,2.74,4.6,9,2.87
"Female",19,"Economics",100,0.5,3.66,9.5,1,3.86
"Male",19,"Mathematics",84.9,1.6,2.83,5.3,7,2.88
"Male",21,"Psychology",87.8,2,3.69,7.5,12,3.76
"Male",20,"Business",81.3,8.4,3.4,4.6,8,3.82
"Male",18,"Psychology",93.5,2.5,2.33,8.3,9,2.36
"Male",18,"Economics",74.9,6,3.37,8.6,5,3.54
"Male",22,"Engineering",99.9,7.4,3.36,7,4,3.81
"Male",22,"Psychology",81.2,2.5,3.31,6.9,3,3.43
"Female",21,"Business",78.7,3.7,3.03,8.2,5,2.95
"Male",18,"Mathematics",85.3,6,2.63,6.1,6,3.06
"Male",21,"Computer Science",76.1,1.2,3.77,8.6,6,3.49
"Female",20,"Psychology",89.9,3.3,3.05,7.4,4,3.3
"Female",19,"Computer Science",76.9,7.9,2.66,4.6,8,2.91
"Female",18,"Economics",92,4.9,3.33,9.8,8,3.68
"Female",23,"Psychology",100,4.9,2.73,7.3,6,3.01
"Male",24,"Psychology",74.2,6.8,2.63,6.5,9,3
"Female",20,"Mathematics",83,2.7,2.91,7.2,7,3.12
"Male",18,"Engineering",91.9,1.9,2.77,5.9,9,2.93
"Male",24,"Business",78.5,4.7,2.64,6.8,9,2.75
"Male",23,"Business",92,2.9,3.5,8.2,6,3.58
"Male",22,"Business",93.3,2.7,3.04,8,8,3.24
"Male",21,"Economics",100,1.9,3.73,7.9,8,3.97
"Female",22,"Engineering",75.9,5.3,2.67,6.1,7,2.69
"Female",19,"Computer Science",70.9,3.5,2.24,5.7,8,2.09
"Female",22,"Business",80.4,1.9,3.17,7.6,7,3.46
"Male",18,"Computer Science",70.5,7,4,8.2,7,4
"Female",23,"Engineering",93.5,3.2,3.37,5.9,7,3.7
"Female",22,"Economics",67.6,5.4,4,6.7,8,3.97
"Male",18,"Engineering",100,9.6,3.27,7.6,7,3.99
"Female",19,"Mathematics",100,6.9,3.22,6.9,12,3.89
"Male",24,"Business",85.2,9,2.02,8.7,9,2.55
"Male",23,"Economics",98,6.9,3.31,5,7,3.75
"Female",22,"Mathematics",60.4,3.3,3.18,4.8,8,3.28
"Male",21,"Business",100,2.3,2.9,8.6,7,3.21
"Male",21,"Engineering",76.1,3.2,3.03,7.9,9,3.06
"Female",23,"Engineering",83.2,3.3,3.07,7.1,7,3.49
"Female",21,"Psychology",57.2,8.1,3.01,6.5,11,2.84
"Male",22,"Psychology",92.3,2.9,4,7.7,5,4
"Male",22,"Engineering",68.4,1.6,2.91,7.3,9,2.93
"Male",23,"Engineering",86.5,4.5,3.18,7.4,6,3.47
"Female",22,"Computer Science",76.8,4.1,2.9,6.9,8,2.94
"Male",24,"Computer Science",68.8,2.4,3.49,7.8,8,3.33
"Male",18,"Mathematics",72.9,3.1,3.19,8.4,7,3.25
"Female",19,"Psychology",88.4,9.2,2.96,8.4,7,3.63
"Male",24,"Psychology",65.8,5.3,2.14,7.7,5,2.25
"Male",24,"Engineering",73.8,3.2,3.22,7,8,3.11
"Male",21,"Engineering",94.9,2.3,2.95,7.7,4,3.29
"Female",18,"Mathematics",100,11.9,3.07,8.8,13,3.6
"Male",23,"Economics",92.2,10.3,2.51,6.8,8,3.07
"Male",21,"Economics",71.2,6.6,3.82,6.6,14,4
"Female",18,"Economics",79.5,3.4,3.53,7.7,7,3.39
"Male",22,"Psychology",85.5,2.3,3.82,8.1,11,3.94
"Male",23,"Computer Science",79.8,2.3,3.67,6.8,6,3.66
"Male",23,"Economics",98.5,3.4,3.4,7.7,6,3.56
"Male",21,"Business",88.3,2.9,2.53,5.7,5,2.54
"Male",22,"Mathematics",98.6,3.9,4,7,8,4
"Male",21,"Economics",80.3,3.8,2.64,9.3,8,2.73
"Male",20,"Business",100,2,2.97,7.9,9,3.12
"Male",18,"Economics",82.5,2.1,3.45,6,6,3.7
"Female",20,"Computer Science",70.4,3.2,3.48,6.2,9,3.43
"Female",18,"Computer Science",100,3.7,3.39,5.1,5,3.71
"Female",19,"Economics",57.6,8.7,2.9,9.4,8,2.97
"Female",24,"Business",73.9,4.7,2.8,5.5,9,2.89
"Male",23,"Mathematics",75.6,4.6,4,4,9,4
"Female",21,"Business",100,4.8,3.08,4.9,6,3.33
"Male",19,"Mathematics",100,7.6,3.02,7.1,11,3.47
"Female",19,"Economics",100,14,2.74,5.9,7,3.38
"Female",23,"Mathematics",80,2.8,3.22,7.2,9,3.66
"Female",23,"Engineering",100,11.4,3.2,7.5,8,3.88
"Female",18,"Psychology",90.5,1.4,3.09,6.1,10,3.39
"Female",20,"Psychology",99.7,3.3,3.29,5.6,7,3.57
"Male",22,"Computer Science",87.7,1.9,3.98,8.4,2,3.95
"Male",18,"Engineering",84.3,5.9,2.8,7.4,11,3.4
"Female",22,"Psychology",81.2,6.8,3.12,4,11,3.5
"Male",19,"Economics",81.9,1.6,2.78,4.7,4,2.8
"Female",22,"Mathematics",94.1,7.3,3.25,4.3,9,3.86
"Female",20,"Mathematics",90.5,4.9,2.82,6.8,9,3.32
"Male",18,"Business",84.5,6.4,2.84,7.3,6,3.36
"Female",23,"Business",100,8,2.37,6.7,10,3.12
"Female",20,"Mathematics",40.5,6,3.15,6.1,6,3.1
"Female",24,"Economics",92.6,1.4,3.31,8.5,8,3.28
"Female",20,"Mathematics",95.8,3.1,4,7.5,8,4
"Male",24,"Business",100,1.5,3.33,5.6,5,3.49
"Female",18,"Psychology",84,0.9,2.88,5.7,4,2.89
"Female",23,"Computer Science",88.1,1.8,2.42,5.9,6,2.69
"Male",20,"Business",99.8,3.2,2.49,6.5,13,2.62
"Male",24,"Economics",100,10.9,2.45,7.1,9,3.21
"Female",23,"Psychology",80.5,3.9,4,7.6,4,4
"Male",21,"Psychology",89,4.9,3.24,5.8,11,3.37
"Female",21,"Psychology",100,2.8,2.81,5,18,2.64
"Female",21,"Engineering",53.1,3.5,2.62,7.6,9,2.29
"Male",22,"Engineering",74.6,4.1,2.67,8.2,8,2.67
"Female",20,"Psychology",100,3.3,2.8,9.6,7,3.04
"Female",18,"Economics",100,5.5,3.76,7.6,13,4
"Male",18,"Mathematics",92.8,2.6,3.09,5.9,7,3.14
"Male",22,"Economics",78.3,1.5,2.38,7.9,7,2.45
"Male",18,"Engineering",71.8,1.2,4,6.8,6,4
"Male",24,"Business",76.1,6.5,2.53,5,4,2.49
"Female",21,"Engineering",100,0.5,2.8,6.9,10,2.96
"Male",20,"Mathematics",75.6,3.4,3.76,7.4,11,3.78
"Female",18,"Computer Science",86.5,1.9,3.31,9.2,9,3.62
"Male",18,"Engineering",73.7,5.6,2.87,7.1,6,3.16
"Male",19,"Economics",97.6,4,2.48,5.8,7,2.56
"Female",19,"Economics",76.9,4,2.62,4.2,11,2.75
"Female",19,"Psychology",83.5,4.2,2.65,5.2,6,2.74
"Male",20,"Psychology",59.7,4.1,3.1,5.5,8,2.77
"Male",21,"Psychology",60.8,1.5,3.2,9.5,7,2.95
"Male",23,"Computer Science",85.1,2.9,3.03,6.7,8,3.28
"Male",21,"Mathematics",65.1,2.2,3.08,6.9,5,3.09
"Female",21,"Business",100,2.5,2.57,8.7,9,2.78
"Male",20,"Economics",54.1,4.2,3.25,7.9,4,2.88
"Male",24,"Economics",73,6.6,3.74,6.6,11,4
"Male",24,"Mathematics",85.3,6.4,3.02,8.7,11,3.2
"Female",20,"Computer Science",79.5,4.6,3.01,6,11,3.03
"Female",19,"Psychology",68.4,3,3.14,7.4,5,3.26
"Male",18,"Mathematics",70.6,4,3.66,5.1,9,3.75
"Female",22,"Business",70.1,6,2.65,7.4,6,2.92
"Male",22,"Psychology",80.7,2.5,3.83,8.5,9,3.95
"Male",23,"Business",100,3.9,3.31,8.3,9,3.62
